,,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.961,0.962,0.963,0.964,0.965,0.966,0.967,0.968,0.969,0.97,0.971,0.972,0.973,0.974,0.975,0.976,0.977,0.978,0.979,0.98,0.981,0.982,0.983,0.984,0.985,0.986,0.987,0.988,0.989,0.99,0.991,0.992,0.993,0.994,0.995,0.996,0.997,0.998,0.999
MaxWt,Avg Queue Length,0.00541025,0.023670125,0.059103025,0.1188456,0.21798265,0.3851574,0.698995275,1.3935202,3.70236905,4.2238458,4.906814475,5.793962425,6.921040775,8.5957946,11.03774985,11.35201567,11.73454268,12.02022425,12.393873,12.78634002,13.18050463,13.76576537,14.15993443,14.68720272,15.0261369,15.78207867,16.29103563,17.04377513,17.61625625,18.53538895,19.12721493,20.2153358,21.1561126,22.1429702,23.65637187,24.90182845,25.86229857,28.0714518,29.65364877,31.66673258,34.1470136,37.7052205,40.0731852,43.21357993,48.63723742,53.60439905,60.46013845,69.2101729,83.76409797,98.93830222,121.9524151,165.6812593,229.7582799,366.3442657
,(1 - S) * qavg,0.004869225,0.0189361,0.041372117,0.07130736,0.108991325,0.15406296,0.209698582,0.27870404,0.370236905,0.380146122,0.392545158,0.40557737,0.415262446,0.42978973,0.441509994,0.442728611,0.445912622,0.444748297,0.446179428,0.447521901,0.448137157,0.454270257,0.453117902,0.455303284,0.450784107,0.457680282,0.456148998,0.460181928,0.458022663,0.463384724,0.459053158,0.464952723,0.465434477,0.465002374,0.473127437,0.473134741,0.465521374,0.477214681,0.47445838,0.475000989,0.47805819,0.490167866,0.480878222,0.475349379,0.486372374,0.482439591,0.483681108,0.48447121,0.502584588,0.494691511,0.48780966,0.497043778,0.45951656,0.366344266
Pri_E,Avg Queue Length,0.00540015,0.0236248,0.0589201,0.1181209,0.214051325,0.370584225,0.646474675,1.2136886,2.926378525,3.304682125,3.789593125,4.396904275,5.2253904,6.3626805,8.097710675,8.287989225,8.541908575,8.755630525,9.072666125,9.327119625,9.63338495,9.881223825,10.31332302,10.61263125,10.8513667,11.3688757,11.73292112,12.24192072,12.77512337,13.24184478,13.68395357,14.57264685,15.2025787,15.5270696,16.82187085,17.63670493,18.42806022,19.81969277,20.8162378,22.31741705,24.37964597,25.93031163,27.73151042,31.39217568,33.27721892,37.83986517,42.20404947,49.06317527,55.9655513,67.64155455,79.8653605,119.063865,189.1335079,317.4746925
,(1 - S) * qavg,0.004860135,0.01889984,0.04124407,0.07087254,0.107025663,0.14823369,0.193942402,0.24273772,0.292637853,0.297421391,0.30316745,0.307783299,0.313523424,0.318134025,0.323908427,0.32323158,0.324592526,0.323958329,0.326615981,0.326449187,0.327535088,0.326080386,0.330026337,0.328991569,0.325541001,0.329697395,0.328521791,0.33053186,0.332153208,0.331046119,0.328414886,0.335170878,0.334456731,0.326068462,0.336437417,0.335097394,0.331705084,0.336934777,0.333059805,0.334761256,0.341315044,0.337094051,0.332778125,0.345313932,0.332772189,0.340558787,0.337632396,0.343442227,0.335793308,0.338207773,0.319461442,0.357191595,0.378267016,0.317474693
MaxSize_PriMaxWt,Avg Queue Length,0.0054212,0.0236396,0.058986125,0.1187237,0.215768425,0.37816065,0.6741412,1.311709625,3.3687529,3.833060925,4.431962925,5.195902675,6.18513125,7.669324625,9.914576,10.0958097,10.41203482,10.75946303,11.04221543,11.36432215,11.82876005,12.1247266,12.45478368,13.04989412,13.5157058,13.97600115,14.45528632,15.03325375,15.55319612,16.42527067,17.08932485,17.90357325,18.69918153,19.8233373,20.7350739,22.07437527,23.08883003,24.02918738,26.09329398,27.96225967,29.79755182,32.2024756,35.27931388,38.98242258,42.67528515,47.94636903,54.5553946,61.8942876,70.0797997,84.9385815,113.681145,141.6701178,237.8929893,480.1703021
,(1 - S) * qavg,0.00487908,0.01891168,0.041290287,0.07123422,0.107884212,0.15126426,0.20224236,0.262341925,0.33687529,0.344975483,0.354557034,0.363713187,0.371107875,0.383466231,0.39658304,0.393736578,0.395657323,0.398100132,0.397519755,0.397751275,0.402177842,0.400115978,0.398553078,0.404546718,0.405471174,0.405304033,0.404748017,0.405897851,0.404383099,0.410631767,0.410143796,0.411782185,0.411381994,0.416290083,0.414701478,0.41941313,0.41559894,0.408496185,0.417492704,0.419433895,0.417165726,0.418632183,0.423351767,0.428806648,0.426752852,0.431517321,0.436443157,0.433260013,0.420478798,0.424692907,0.45472458,0.425010353,0.475785979,0.480170302
MaxSize_PriMaxWtLog,Avg Queue Length,0.005426325,0.023643375,0.059032675,0.118652625,0.21593455,0.3782144,0.672545925,1.311407775,3.3711083,3.837403575,4.433898025,5.180519375,6.239450125,7.642386375,9.788445075,10.12575057,10.40722575,10.7149964,11.02855103,11.38303907,11.74679732,12.17100285,12.58497752,12.90621532,13.4206135,14.03302773,14.45444888,15.02226033,15.75328615,16.34932682,17.10501365,17.87961492,18.74968425,19.6598464,20.50151127,21.8640976,23.23906815,24.76567173,26.3796491,28.06174918,30.73352405,32.23288895,35.7357778,38.79410808,42.24094158,48.257671,53.5233951,60.08097558,73.49868085,88.33854587,114.7630975,146.2688425,205.1250323,484.9246054
,(1 - S) * qavg,0.004883692,0.0189147,0.041322873,0.071191575,0.107967275,0.15128576,0.201763778,0.262281555,0.33711083,0.345366322,0.354711842,0.362636356,0.374367007,0.382119319,0.391537803,0.394904272,0.395474578,0.396454867,0.397027837,0.398406368,0.399391109,0.401643094,0.402719281,0.400092675,0.402618405,0.406957804,0.404724569,0.405601029,0.40958544,0.408733171,0.410520328,0.411231143,0.412493053,0.412856774,0.410030225,0.415417854,0.418303227,0.421016419,0.422074386,0.420926238,0.430269337,0.419027556,0.428829334,0.426735189,0.422409416,0.434319039,0.428187161,0.420566829,0.440992085,0.441692729,0.45905239,0.438806528,0.410250065,0.484924605
Algo_2,Avg Queue Length,0.00541100000000003,0.02365867499999622,0.058893749999999905,0.11854005000000384,0.2150601499999735,0.37481605000001955,0.6594263500001499,1.254683649999249,3.0743997499993707,3.4813399749999117,4.001952149999022,4.647529025002866,5.5534988749977,6.759828924998404,8.542575274996441,8.837472000001036,9.046545674998784,9.310048399999554,9.573506549996965,9.882970675000477,10.193786524993515,10.561752874998795,10.794075499997346,11.163981575003394,11.616514125000146,12.000408074998921,12.545285449995262,13.03113027500359,13.459579724996802,14.006197524997557,14.627573899998998,15.369083574997985,16.094355700006467,16.980604349998405,17.636717000002633,18.561421275000193,19.755560025001703,20.843808075003885,22.44621902500212,24.179584924990426,25.108185700002622,27.487443250010042,30.200269800003493,32.677612549989455,35.81866702498839,39.386597250009096,45.41250587500686,53.53812002500313,59.0599657750187,70.63148555002849,93.72114912497467,122.40123902500626,152.7202589749918,367.4104653749641
,(1 - S) * qavg,0.004869900000000028,0.018926939999996978,0.04122562499999993,0.0711240300000023,0.10753007499998675,0.14992642000000783,0.19782790500004502,0.2509367299998498,0.307439974999937,0.31332059774999194,0.32015617199992163,0.3253270317502004,0.3332099324998623,0.3379914462499205,0.34170301099985795,0.3446614080000407,0.3437687356499541,0.3444717907999838,0.34464623579989107,0.345903973625017,0.3465887418497798,0.34853784487496053,0.3454104159999154,0.3460834288251055,0.3484954237500047,0.348011834174969,0.35126799259986763,0.35184051742509725,0.34994907284991716,0.35015493812493925,0.35106177359997626,0.353488922224954,0.3540758254001426,0.3565926913499668,0.352734340000053,0.35266700422500397,0.35560008045003094,0.3543447372750664,0.3591395044000342,0.3626937738748567,0.351514599800037,0.35733676225013083,0.3624032376000422,0.35945373804988434,0.35818667024988426,0.35447937525008216,0.3633000470000552,0.37476684017502226,0.3543597946501125,0.35315742775014275,0.374884596499899,0.3672037170750191,0.30544051794998384,0.3674104653749644
Algo_3,Avg Queue Length,0.0054098499999986815,0.023692449999991316,0.05897802499999808,0.11896939999999867,0.21759380000002487,0.3853202000000356,0.6939426749996427,1.3662357250001635,3.4858077750000533,3.981099799999769,4.579098750001538,5.346347099999031,6.372734325000748,7.806588625000488,10.02803985000041,10.245992800002655,10.493900400002168,10.80699072500208,11.217823024999415,11.568826449997399,11.879580899998887,12.225074949999911,12.738942799993719,13.196114450005084,13.586543125000983,14.13576372499633,14.517223075005054,15.222891825002591,15.842739075002134,16.57754944999682,17.173972625003483,17.866029574997924,18.995438275006528,19.771638300011617,20.904794700003087,21.894556849986383,23.295476024996635,24.78029852498707,26.35167464999967,28.22313239999903,30.023929349998273,32.896484349995795,35.24685460000586,38.29199942501586,42.501122599990424,46.87454517497712,53.842105200003274,60.51899655000644,70.10587362498262,87.90496932502758,109.20264435001253,136.54069377496748,220.35974405001397,408.25115297500423
,(1 - S) * qavg,0.0048688649999988134,0.018953959999993053,0.041284617499998656,0.0713816399999992,0.10879690000001244,0.15412808000001424,0.20818280249989285,0.27324714500003267,0.34858077750000527,0.3582989819999791,0.3663279000001229,0.3742442969999319,0.38236405950004526,0.3903294312500248,0.40112159400001673,0.3995937192001039,0.39876821520008277,0.3998586568250773,0.4038416288999793,0.40490892574990933,0.40390575059996253,0.4034274733499974,0.4076461695997994,0.40907954795015794,0.40759629375002987,0.40993714802489395,0.4064822461001419,0.41101807927507034,0.41191121595005586,0.41443873624992084,0.41217534300008396,0.4109186802249526,0.41789964205014396,0.4152044043002443,0.41809589400006214,0.41599658014974167,0.4193185684499398,0.4212650749247806,0.42162679439999506,0.4233469859999858,0.4203350108999762,0.4276542965499457,0.4229622552000707,0.4212119936751748,0.4250112259999046,0.4218709065747945,0.43073684160002657,0.42363297585004545,0.4206352417498961,0.4395248466251383,0.4368105774000505,0.4096220813249028,0.4407194881000283,0.4082511529750046
